age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,y
30,admin.,single,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,divorced,secondary,0,0,1,1,1,5,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,-1,0,0,1,5,2,0,0,0
30,admin.,single,secondary,0,0,0,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,1,1,0,1,5,2,0,0,1
30,technician,single,secondary,0,0,0,0,1,5,2,0,0,0
30,self-employed,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,1,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,self-employed,married,secondary,0,0,1,0,1,5,2,0,0,0
30,services,married,secondary,0,-1,1,1,1,5,2,0,0,0
30,entrepreneur,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,-1,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,2,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,single,secondary,1,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
50,admin.,married,secondary,0,0,0,1,1,5,2,0,0,0
30,blue-collar,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,management,divorced,tertiary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,1,1,0,1,5,2,0,0,0
30,services,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,other,0,0,1,1,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
50,entrepreneur,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
50,retired,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,unemployed,married,secondary,0,0,1,1,1,5,2,0,0,0
30,technician,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,1,0,0,0,1,5,2,0,0,0
30,blue-collar,married,other,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,2,1,0,1,5,2,0,0,0
30,entrepreneur,married,tertiary,0,0,0,0,1,5,2,0,0,0
40,technician,married,secondary,0,2,1,0,1,5,2,0,0,0
50,blue-collar,married,other,0,2,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,secondary,1,-1,1,0,1,5,2,0,0,0
40,self-employed,married,secondary,0,0,1,1,1,5,2,0,0,0
30,admin.,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,management,divorced,tertiary,0,0,0,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,-1,1,0,1,5,2,0,0,0
30,management,married,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,-1,1,0,1,5,2,0,0,0
30,management,single,tertiary,0,2,1,0,1,5,2,0,0,0
20,services,single,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
50,blue-collar,married,secondary,0,1,1,1,1,5,2,0,0,0
30,blue-collar,married,other,0,0,1,0,1,5,2,0,0,0
50,admin.,married,secondary,0,2,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,0,1,1,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,1,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
50,blue-collar,married,primary,0,1,1,0,1,5,2,0,0,0
20,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
30,student,married,tertiary,0,0,1,0,1,5,2,0,0,0
40,services,married,primary,0,0,0,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,1,1,5,2,0,0,0
60,retired,divorced,secondary,0,0,1,0,1,5,2,0,0,0
40,technician,married,other,0,-1,1,0,1,5,1,0,0,0
30,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
40,management,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,single,secondary,0,0,1,0,1,5,1,0,0,0
40,services,married,secondary,0,-1,1,0,1,5,2,0,0,0
50,blue-collar,divorced,primary,0,-1,1,0,1,5,1,0,0,0
40,admin.,divorced,primary,0,-1,1,0,1,5,2,0,0,0
50,technician,married,tertiary,0,0,1,1,1,5,1,0,0,0
30,services,single,secondary,0,0,1,1,1,5,2,0,0,0
50,admin.,divorced,secondary,0,0,1,0,1,5,1,0,0,0
50,retired,married,secondary,0,0,1,0,1,5,1,0,0,0
30,technician,married,secondary,0,-1,1,1,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,1,1,5,1,0,0,0
40,services,married,secondary,0,1,1,1,1,5,1,0,0,0
50,admin.,divorced,secondary,0,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,1,-1,1,0,1,5,1,0,0,0
40,technician,married,secondary,0,-1,0,1,1,5,1,0,0,0
30,unemployed,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,services,single,secondary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,divorced,secondary,0,-1,0,1,1,5,1,0,0,0
30,blue-collar,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,blue-collar,divorced,primary,0,0,1,0,1,5,1,0,0,0
50,retired,married,secondary,0,0,0,1,1,5,1,0,0,0
30,technician,married,tertiary,0,0,1,0,1,5,2,0,0,1
30,technician,married,secondary,0,0,0,0,1,5,2,0,0,0
40,technician,divorced,secondary,0,-1,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,0,1,5,1,0,0,0
40,technician,married,primary,0,-1,1,1,1,5,1,0,0,0
40,blue-collar,married,primary,0,0,1,1,1,5,1,0,0,0
50,blue-collar,married,primary,0,-1,1,1,1,5,1,0,0,0
40,entrepreneur,single,tertiary,0,0,1,0,1,5,2,0,0,0
50,services,married,secondary,0,0,1,1,1,5,2,0,0,0
50,retired,married,secondary,0,0,1,1,1,5,2,0,0,0
40,services,married,secondary,0,0,1,1,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,5,2,0,0,0
50,admin.,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,admin.,divorced,secondary,0,-1,1,0,1,5,1,0,0,0
50,blue-collar,divorced,primary,0,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,single,secondary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,-1,1,1,1,5,1,0,0,0
40,admin.,divorced,secondary,0,0,1,0,1,5,2,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,1,0,0,0
30,other,divorced,primary,0,1,0,0,1,5,2,0,0,0
40,admin.,single,other,0,-1,1,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
50,admin.,single,secondary,0,0,1,0,1,5,2,0,0,0
30,services,married,primary,0,0,1,0,1,5,1,0,0,0
50,technician,married,secondary,0,0,0,0,1,5,2,0,0,0
50,blue-collar,married,other,0,-1,1,0,1,5,1,0,0,0
30,services,single,secondary,0,-1,1,0,1,5,1,0,0,0
30,admin.,married,secondary,0,0,0,0,1,5,1,0,0,0
30,blue-collar,married,other,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,-1,1,0,1,5,1,0,0,0
20,self-employed,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,1,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,5,2,0,0,1
30,technician,single,secondary,0,0,1,0,1,5,1,0,0,0
20,student,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,services,married,secondary,0,0,1,0,1,5,1,0,0,0
50,technician,divorced,secondary,0,0,1,0,1,5,1,0,0,0
40,technician,married,primary,0,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,1,1,1,5,1,0,0,0
30,technician,single,secondary,0,0,1,0,1,5,2,0,0,0
50,management,married,secondary,0,0,1,0,1,5,1,0,0,0
40,admin.,divorced,secondary,0,-1,1,1,1,5,1,0,0,0
30,blue-collar,divorced,primary,0,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,1,0,0,0
30,technician,divorced,secondary,0,0,1,1,1,5,1,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,1,0,0,0
30,admin.,married,secondary,0,0,1,1,1,5,1,0,0,0
30,management,divorced,tertiary,0,0,1,0,1,5,1,0,0,0
40,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
40,technician,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,unemployed,divorced,secondary,0,0,1,0,1,5,1,0,0,0
30,admin.,married,secondary,0,-1,1,0,1,5,2,0,0,0
40,services,single,secondary,0,2,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,services,married,secondary,0,0,0,0,1,5,1,0,0,0
50,technician,married,secondary,0,0,0,1,1,5,1,0,0,0
30,admin.,married,secondary,0,-1,1,1,1,5,1,0,0,0
40,services,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,unemployed,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,1,1,5,1,0,0,0
40,management,married,tertiary,0,0,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,1,1,5,2,0,0,0
40,admin.,married,primary,0,0,1,1,1,5,1,0,0,0
30,admin.,divorced,tertiary,0,0,1,0,1,5,1,0,0,0
40,technician,single,tertiary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,married,primary,0,0,0,0,1,5,2,0,0,0
40,blue-collar,single,primary,0,-1,1,1,1,5,1,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,1,0,0,1
40,technician,single,other,0,-1,1,0,1,5,1,0,0,0
20,services,married,secondary,0,0,1,1,1,5,1,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,technician,divorced,secondary,0,0,1,0,1,5,1,0,0,0
50,technician,married,secondary,0,1,1,0,1,5,1,0,0,0
40,management,single,tertiary,0,0,1,0,1,5,1,0,0,0
50,technician,divorced,secondary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,divorced,primary,0,-1,1,0,1,5,1,0,0,0
30,technician,single,secondary,0,-1,1,1,1,5,1,0,0,0
30,management,married,secondary,0,0,1,0,1,5,1,0,0,0
50,retired,married,secondary,0,0,1,1,1,5,1,0,0,0
30,admin.,married,secondary,0,0,1,0,1,5,1,0,0,0
30,unemployed,single,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,0,0,1,5,1,0,0,0
20,technician,single,secondary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,unemployed,single,tertiary,0,0,1,1,1,5,1,0,0,0
40,blue-collar,married,secondary,1,-1,1,1,1,5,1,0,0,0
30,retired,single,secondary,0,0,1,1,1,5,1,0,0,0
20,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
40,retired,married,secondary,0,0,0,0,1,5,1,0,0,0
40,technician,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,services,single,secondary,0,0,1,0,1,5,1,0,0,0
30,management,married,tertiary,0,-1,1,0,1,5,1,0,0,0
30,admin.,single,secondary,0,0,1,0,1,5,2,0,0,1
50,blue-collar,married,secondary,0,0,1,1,1,5,1,0,0,0
30,technician,divorced,secondary,0,0,0,0,1,5,1,0,0,0
50,retired,married,secondary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,single,primary,0,0,1,0,1,5,1,0,0,0
30,admin.,married,secondary,0,0,1,1,1,5,1,0,0,0
30,services,single,tertiary,0,0,1,0,1,5,1,0,0,0
20,management,single,tertiary,0,0,1,0,1,5,1,0,0,0
30,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,-1,1,1,1,5,1,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
20,management,single,tertiary,0,2,1,0,1,5,1,0,0,0
30,services,married,secondary,0,1,1,1,1,5,2,0,0,0
30,blue-collar,single,secondary,0,-1,1,1,1,5,2,0,0,0
50,blue-collar,married,primary,0,0,1,1,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,1
30,admin.,married,secondary,0,0,1,0,1,5,1,0,0,0
50,unemployed,married,primary,0,0,1,0,1,5,1,0,0,0
20,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,unemployed,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,management,single,secondary,0,-1,1,0,1,5,1,0,0,0
40,technician,married,secondary,0,-1,1,1,1,5,2,0,0,0
30,management,married,tertiary,0,2,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,0,0,0,1,5,2,0,0,0
30,blue-collar,single,primary,0,-1,1,0,1,5,1,0,0,0
40,services,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,technician,divorced,secondary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
50,blue-collar,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,self-employed,single,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,-1,1,0,1,5,1,0,0,0
50,technician,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,technician,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,0,0,1,5,2,0,0,1
30,management,married,tertiary,0,0,1,0,1,5,1,0,0,0
20,technician,married,secondary,0,0,1,0,1,5,1,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,technician,single,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
20,blue-collar,single,secondary,0,0,0,0,1,5,2,0,0,0
40,services,divorced,secondary,0,0,1,1,1,5,1,0,0,0
20,technician,married,secondary,0,0,1,1,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,1,1,1,5,2,0,0,0
20,blue-collar,married,primary,0,0,1,0,1,5,1,0,0,0
40,unemployed,married,secondary,0,0,1,0,1,5,2,0,0,0
20,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
50,retired,divorced,secondary,0,0,0,0,1,5,2,0,0,0
50,blue-collar,married,primary,0,0,0,0,1,5,1,0,0,0
40,services,married,secondary,0,0,1,1,1,5,1,0,0,0
20,admin.,single,secondary,0,0,0,0,1,5,1,0,0,0
40,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
50,retired,married,primary,0,0,1,1,1,5,1,0,0,0
30,services,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,other,0,-1,0,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,0,1,1,1,5,1,0,0,0
40,technician,married,tertiary,0,0,1,0,1,5,1,0,0,0
40,admin.,married,primary,0,0,1,1,1,5,1,0,0,0
30,services,divorced,secondary,0,-1,1,0,1,5,1,0,0,0
20,services,married,secondary,0,0,0,1,1,5,1,0,0,0
50,housemaid,married,secondary,1,-1,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,-1,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,0,1,5,1,0,0,0
30,admin.,single,secondary,0,0,1,0,1,5,1,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,2,1,0,1,5,2,0,0,0
20,blue-collar,married,secondary,0,-1,1,1,1,5,2,0,0,0
30,management,single,tertiary,0,1,1,0,1,5,2,0,0,0
50,retired,married,tertiary,0,0,0,0,1,5,2,0,0,0
40,technician,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,0,0,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,1,1,1,1,5,2,0,0,0
20,technician,single,tertiary,0,0,1,0,1,5,1,0,0,0
20,self-employed,single,tertiary,0,0,1,0,1,5,2,0,0,1
30,blue-collar,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
20,unemployed,single,tertiary,0,-1,1,0,1,5,1,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
20,unemployed,married,secondary,0,0,1,0,1,5,2,0,0,0
50,management,married,tertiary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,1,1,0,1,5,2,0,0,0
30,blue-collar,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,0,0,0,1,5,1,0,0,0
30,admin.,single,secondary,0,0,1,0,1,5,2,0,0,1
30,services,married,secondary,0,-1,1,1,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,tertiary,0,0,1,0,1,5,1,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,single,secondary,0,0,1,0,1,5,2,0,0,0
40,management,divorced,tertiary,0,0,1,1,1,5,2,0,0,0
30,technician,divorced,tertiary,0,0,1,0,1,5,2,0,0,0
50,services,married,secondary,0,0,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,divorced,secondary,0,0,1,0,1,5,2,0,0,1
40,technician,married,secondary,0,0,1,1,1,5,2,0,0,0
40,management,married,tertiary,0,-1,1,1,1,5,2,0,0,0
20,blue-collar,married,secondary,0,0,1,1,1,5,1,0,0,0
30,technician,single,secondary,0,0,1,1,1,5,2,0,0,0
20,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,unemployed,married,secondary,0,0,1,0,1,5,2,0,0,0
50,management,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,admin.,married,tertiary,0,0,1,0,1,5,2,0,0,0
20,management,single,tertiary,0,0,0,0,1,5,1,0,0,0
50,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,technician,divorced,secondary,0,0,1,1,1,5,2,0,0,0
30,unemployed,married,secondary,0,0,1,1,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
50,retired,divorced,primary,0,0,1,0,1,5,2,0,0,0
20,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,divorced,secondary,0,0,1,0,1,5,2,0,0,0
50,entrepreneur,divorced,secondary,0,-1,0,1,1,5,2,0,0,0
30,blue-collar,divorced,secondary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,other,0,0,1,0,1,5,2,0,0,0
20,management,single,tertiary,0,0,1,1,1,5,2,0,0,0
40,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,1
30,blue-collar,married,primary,0,-1,1,0,1,5,1,0,0,0
30,management,married,secondary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,services,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,entrepreneur,divorced,tertiary,0,0,1,0,1,5,2,0,0,0
30,admin.,divorced,secondary,0,-1,1,0,1,5,1,0,0,0
20,blue-collar,single,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,-1,1,1,1,5,1,0,0,0
30,technician,married,secondary,0,0,0,0,1,5,1,0,0,0
30,services,married,secondary,0,-1,1,1,1,5,1,0,0,0
20,management,married,secondary,0,2,1,0,1,5,1,0,0,0
50,blue-collar,single,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,5,2,0,0,0
20,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,-1,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,-1,1,0,1,5,2,0,0,0
30,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
40,management,divorced,tertiary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,other,0,0,0,0,1,5,2,0,0,0
30,unemployed,single,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,1,0,0,0
40,blue-collar,married,primary,0,-1,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,0,1,5,1,0,0,0
50,technician,married,secondary,0,-1,1,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,technician,single,secondary,0,-1,0,0,1,5,2,0,0,0
50,technician,married,tertiary,0,-1,1,0,1,5,2,0,0,0
50,services,married,secondary,0,0,1,0,1,5,2,0,0,0
40,technician,married,secondary,0,-1,0,0,1,5,2,0,0,0
20,management,married,tertiary,0,0,1,0,1,5,1,0,0,0
30,entrepreneur,married,secondary,0,0,1,0,1,5,2,0,0,0
50,retired,married,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,0,1,0,1,5,2,0,0,0
30,management,single,tertiary,0,-1,1,1,1,5,2,0,0,0
20,student,single,tertiary,0,0,0,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
20,management,married,tertiary,0,0,0,0,1,5,1,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,1,0,0,0
30,services,married,secondary,0,0,1,0,1,5,1,0,0,0
20,technician,single,tertiary,0,0,1,0,1,5,1,0,0,0
30,admin.,divorced,secondary,0,0,1,0,1,5,2,0,0,1
30,technician,married,tertiary,0,-1,1,1,1,5,2,0,0,0
40,services,married,secondary,0,-1,1,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,2,1,0,1,5,2,0,0,0
20,admin.,single,secondary,0,0,1,0,1,5,2,0,0,1
40,other,married,primary,0,0,0,0,1,5,2,0,0,0
50,blue-collar,married,secondary,0,-1,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
30,unemployed,single,tertiary,0,0,0,0,1,5,2,0,0,0
50,services,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,single,tertiary,0,0,1,0,1,5,1,0,0,0
40,admin.,married,secondary,0,0,1,1,1,5,2,0,0,0
40,technician,married,other,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,unemployed,married,tertiary,0,0,0,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,-1,1,1,1,5,2,0,0,0
40,management,married,tertiary,0,-1,1,0,1,5,2,0,0,0
30,services,married,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,divorced,secondary,0,-1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,married,secondary,1,-1,1,0,1,5,2,0,0,0
30,technician,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,management,divorced,tertiary,0,0,1,0,1,5,2,0,0,1
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
20,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,1,0,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,1,0,1,1,1,5,2,0,0,0
30,blue-collar,married,primary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,admin.,married,secondary,0,0,0,0,1,5,2,0,0,0
50,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,1,-1,1,0,1,5,2,0,0,0
50,management,married,primary,0,0,1,1,1,5,2,0,0,0
20,admin.,married,secondary,0,0,1,0,1,5,2,0,0,0
40,management,married,secondary,0,2,1,0,1,5,2,0,0,0
30,services,married,secondary,0,0,1,0,1,5,2,0,0,1
40,blue-collar,married,secondary,0,2,1,0,1,5,2,0,0,0
30,management,married,tertiary,0,0,1,0,1,5,2,0,0,0
30,admin.,married,secondary,0,0,1,1,1,5,2,0,0,1
20,admin.,married,tertiary,0,0,1,0,1,5,2,0,0,0
40,management,divorced,tertiary,0,-1,1,0,1,5,2,0,0,0
30,management,single,secondary,0,0,1,0,1,5,2,0,0,0
20,technician,single,secondary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,primary,0,1,1,0,1,5,2,0,0,0
50,blue-collar,married,secondary,0,0,1,0,1,5,2,0,0,0
40,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
40,blue-collar,married,secondary,0,1,1,1,1,5,2,0,0,0
20,management,single,tertiary,0,0,1,0,1,5,2,0,0,0
30,technician,divorced,secondary,0,0,1,1,1,5,2,0,0,0
30,technician,married,secondary,0,0,1,0,1,5,2,0,0,0
30,blue-collar,married,primary,0,-1,1,0,1,5,2,0,0,0
30,management,single,secondary,0,0,1,0,1,5,2,0,0,0
20,blue-collar,married,secondary,0,-1,1,1,1,5,2,0,0,0
30,admin.,single,secondary,0,1,1,0,1,5,2,0,0,0
30,blue-collar,married,secondary,0,0,1,1,1,5,2,0,0,0
20,technician,single,secondary,0,0,1,0,1,5,2,0,0,0
40,technician,divorced,secondary,0,0,1,0,1,5,2,0,0,0
30,unemployed,married,primary,0,2,1,0,1,5,2,0,0,0
30,technician,married,secondary,0,1,1,0,1,5,2,0,0,0
20,blue-collar,single,secondary,0,0,1,0,1,5,2,0,0,0
40,technician,married,secondary,0,-1,1,0,1,5,2,0,0,0
